cep,latitude,longitude,state,city,neighborhood,street
38401714,-18.878365,-48.284628,MG,Uberlandia,SANTA ROSA,RUA LEILA MARIA DE OLIVEIRA REIS
38401720,-18.889667,-48.280978,MG,Uberlandia,SANTA ROSA,RUA EVERSON ROBERTO DE SOUZA
38401721,-18.886501,-48.285585,MG,Uberlandia,JARDIM AMERICA II,AVENIDA CLEANTO VIEIRA GONCALVES
38401722,-18.889119,-48.28125,MG,Uberlandia,SANTA ROSA,RUA JOSE JULIO DE SOUZA
38401724,-18.888334,-48.281248,MG,Uberlandia,SANTA ROSA,RUA JOSE PEDRO MENDONCA
38401726,-18.88795,-48.281646,MG,Uberlandia,SANTA ROSA,RUA ANTENOR RANGEL
38401728,-18.887374,-48.281824,MG,Uberlandia,SANTA ROSA,RUA THAIS RODRIGUES
38401730,-18.888252,-48.273941,MG,Uberlandia,COALBRA,FAZENDA SAO FRANCISCO
38401732,-18.886559,-48.282673,MG,Uberlandia,JARDIM AMERICA II,RUA MARIO ZARA
38401734,-18.88672,-48.283682,MG,Uberlandia,JARDIM AMERICA II,RUA CLEDISSON GARCIA PIRES
38401738,-18.885945,-48.284493,MG,Uberlandia,JARDIM AMERICA II,RUA FAIDE JOAO PEREIRA
38401740,-18.885555,-48.284978,MG,Uberlandia,JARDIM AMERICA II,RUA ADILSON DO CARMO MARQUES
38401742,-18.884904,-48.281747,MG,Uberlandia,JARDIM AMERICA II,RUA ALTAMIRANDO DANTAS RUAS
38401744,-18.884427,-48.282016,MG,Uberlandia,JARDIM AMERICA II,RUA FRANCISCO ASSIS DE OLIVEIRA
38401746,-18.883961,-48.282463,MG,Uberlandia,JARDIM AMERICA II,RUA SINCERO BORGES DA SILVA
38401748,-18.883362,-48.282584,MG,Uberlandia,JARDIM AMERICA II,RUA FRANCISCO GOMES SOBRINHO
38401750,-18.885129,-48.282384,MG,Uberlandia,JARDIM AMERICA II,RUA FABIO MASINI
38401752,-18.885307,-48.283087,MG,Uberlandia,JARDIM AMERICA II,RUA ETTORE MASINI
38401754,-18.885798,-48.283334,MG,Uberlandia,JARDIM AMERICA II,RUA ALCIDES GIL DE SOUZA
38401756,-18.884519,-48.285625,MG,Uberlandia,JARDIM AMERICA II,RUA MOZART MELAZO
38401760,-18.883716,-48.286414,MG,Uberlandia,JARDIM AMERICA II,RUA MAESTRO ALYRIO FRANCA
38401762,-18.883392,-48.286975,MG,Uberlandia,JARDIM AMERICA II,RUA JOANA CECCON SCHIAVINATO
38401766,-18.88257,-48.287721,MG,Uberlandia,JARDIM AMERICA II,RUA JOZINO PEREIRA CARRIJO
38401768,-18.881107,-48.286967,MG,Uberlandia,JARDIM AMERICA II,RUA EMILIA FERNANDES DE BRITO
38401770,-18.881848,-48.288661,MG,Uberlandia,JARDIM AMERICA II,RUA PEDRO MACEDO DA COSTA
38401772,-18.881348,-48.288993,MG,Uberlandia,JARDIM AMERICA II,RUA MARIA AMELIA CARRIJO
38401774,-18.880923,-48.289358,MG,Uberlandia,JARDIM AMERICA II,RUA EDSON BERNARDINO SILVA
38401776,-18.87985,-48.289794,MG,Uberlandia,JARDIM AMERICA II,RUA ADAO ELIAS RODRIGUES
38401778,-18.882406,-48.283332,MG,Uberlandia,LIBERDADE,RUA IVANETE ALVES CARVALHO
38401780,-18.881917,-48.283627,MG,Uberlandia,LIBERDADE,RUA DIVINO CARVALHO
38401782,-18.881575,-48.283991,MG,Uberlandia,LIBERDADE,RUA WILSON JOSE SOARES
38401784,-18.880988,-48.284328,MG,Uberlandia,LIBERDADE,RUA IVAN ALVES CARVALHO
38401786,-18.880571,-48.284712,MG,Uberlandia,JARDIM AMERICA II,RUA ATALIBA MOREIRA
38401788,-18.880459,-48.285429,MG,Uberlandia,JARDIM AMERICA II,RUA OLIVIA ALMEIDA E SILVA
38401790,-18.880052,-48.2866,MG,Uberlandia,JARDIM AMERICA II,RUA KENIA CASSIA DIAS
38401792,-18.879669,-48.287131,MG,Uberlandia,JARDIM AMERICA II,RUA NAIR VIANA DINIZ
38401794,-18.881434,-48.287221,MG,Uberlandia,JARDIM BRASILIA,RUA PLUTAO
38401796,-18.880159,-48.287938,MG,Uberlandia,JARDIM AMERICA II,RUA ANTONIO DE OLIVEIRA GOUVEIA
38401798,-18.881432,-48.287512,MG,Uberlandia,JARDIM AMERICA II,RUA YOLANDA RIBEIRO CUNHA
38401799,-18.876109,-48.288323,MG,Uberlandia,JARDIM AMERICA I,AVENIDA ANALIA RESENDE SIQUIEROLI
38401800,-18.878631,-48.291039,MG,Uberlandia,JARDIM AMERICA II,RUA CLARIMUNDO JOSE CARDOSO
38401802,-18.878366,-48.291616,MG,Uberlandia,JARDIM AMERICA II,RUA TEREZINHA DE JESUS SILVEIRA
38401804,-18.877989,-48.29203,MG,Uberlandia,JARDIM AMERICA II,RUA GERALDO COELHO NOGUEIRA
38401806,-18.877804,-48.292698,MG,Uberlandia,JARDIM AMERICA II,RUA ERNESTO CELESTINO
38401808,-18.877508,-48.293183,MG,Uberlandia,JARDIM AMERICA II,RUA BENEDITO PEREIRA ROCHA
38401810,-18.878606,-48.288393,MG,Uberlandia,JARDIM AMERICA II,RUA JOSE EDUARDO GADIA
38401814,-18.880501,-48.289763,MG,Uberlandia,JARDIM AMERICA II,RUA ALCIDES JOSE BORGES
38401816,-18.88955,-48.283699,MG,Uberlandia,PRESIDENTE ROOSEVELT,RUA ABILIO COURY
38401818,-18.899503,-48.295357,MG,Uberlandia,PRESIDENTE ROOSEVELT,RUA LUANDA
38401820,-18.898947,-48.29542,MG,Uberlandia,PRESIDENTE ROOSEVELT,TRAVESSA MOCAMBIQUE
38401822,-18.890778,-48.287191,MG,Uberlandia,PRESIDENTE ROOSEVELT,TRAVESSA LOURIVAL DANTAS AZEVEDO
38401830,-18.894263,-48.289039,MG,Uberlandia,PRESIDENTE ROOSEVELT,PRACA LARGO DAS ROSAS
38401832,-18.889862,-48.285316,MG,Uberlandia,PRESIDENTE ROOSEVELT,PRACA LARGO DOS LIRIOS
38401834,-18.895433,-48.31352,MG,Uberlandia,SAO JOSE,RUA LUIZ FERREIRA LIMA
38401836,-18.896903,-48.30347,MG,Uberlandia,JARDIM BRASILIA,TRAVESSA SOLAR
38401838,-18.89179,-48.287407,MG,Uberlandia,PRESIDENTE ROOSEVELT,RUA JOVENAL TERTULIANO DA SILVA
38401841,-18.890403,-48.301904,MG,Uberlandia,MARAVILHA,RUA IRENE CUNHA DE ALMEIDA
38401842,-18.8871,-48.303707,MG,Uberlandia,MARAVILHA,RUA HERBERT DE SOUZA
38401843,-18.887327,-48.301265,MG,Uberlandia,MARAVILHA,RUA NAMEM MUCHAIL
38401844,-18.887007,-48.305562,MG,Uberlandia,MARAVILHA,RUA FELICIANA DONATA DE MACEDO
38401845,-18.889868,-48.298785,MG,Uberlandia,MARAVILHA,RUA MARIA IVA DE OLIVEIRA
38401846,-18.889999,-48.299376,MG,Uberlandia,MARAVILHA,RUA INESIA AMANCIO MARTINELLI
38401847,-18.889617,-48.300065,MG,Uberlandia,MARAVILHA,RUA GERALDO JOSE DA COSTA
38401848,-18.888055,-48.301617,MG,Uberlandia,MARAVILHA,RUA JOSE ROSA NETO
38401849,-18.888011,-48.302327,MG,Uberlandia,MARAVILHA,RUA JOSE TOME RODRIGUES
38401850,-18.888135,-48.302877,MG,Uberlandia,MARAVILHA,RUA MARIA COSTA CARVALHO
38401851,-18.888041,-48.303728,MG,Uberlandia,MARAVILHA,RUA ALONSO FORTUOSO DE PINHO
38401852,-18.888074,-48.304465,MG,Uberlandia,MARAVILHA,RUA SOLDADO THAYS MARA RIBEIRO
38401853,-18.890572,-48.302683,MG,Uberlandia,MARAVILHA,RUA MARIO BORGES
38401854,-18.888409,-48.304949,MG,Uberlandia,MARAVILHA,RUA RENATO WILIAN GONCALVES
38401855,-18.888853,-48.305317,MG,Uberlandia,MARAVILHA,RUA BENEDICTO ARAUJO
38401856,-18.889199,-48.3058,MG,Uberlandia,MARAVILHA,RUA JOAQUIM PEREIRA DOS SANTOS
38401857,-18.889513,-48.306293,MG,Uberlandia,MARAVILHA,RUA ALCEU BORGES SANTANA
38401862,-18.893003,-48.306279,MG,Uberlandia,JARDIM BRASILIA,RUA ALCIDES MARTINS DE CAMPOS
38401863,-18.894435,-48.30878,MG,Uberlandia,JARDIM BRASILIA,RUA GOMERCINDO CARLOS AFONSO
38401866,-18.892459,-48.30689,MG,Uberlandia,JARDIM BRASILIA,RUA IRACI FERNANDES BORGES
38401867,-18.892397,-48.307559,MG,Uberlandia,JARDIM BRASILIA,RUA BIOT SANTOS
38401868,-18.892572,-48.308089,MG,Uberlandia,JARDIM BRASILIA,RUA ADALBERTO MORAES
38401870,-18.890867,-48.30975,MG,Uberlandia,JARDIM BRASILIA,RUA DIONISIA GONCALVES RODRIGUES
38401872,-18.89225,-48.309096,MG,Uberlandia,JARDIM BRASILIA,RUA FERNANDO PEREIRA DOS SANTOS
38401874,-18.892511,-48.309633,MG,Uberlandia,JARDIM BRASILIA,RUA RITA VILELA DE MENEZES
38401877,-18.893722,-48.310273,MG,Uberlandia,JARDIM BRASILIA,RUA FABIO RAFAEL FELICE
38401879,-18.894958,-48.310224,MG,Uberlandia,JARDIM BRASILIA,RUA TOMAZ MARTINS DE CAMPOS
38401880,-18.894591,-48.310907,MG,Uberlandia,JARDIM BRASILIA,RUA JOAQUIM CARDOSO NETO
38401882,-18.894118,-48.311331,MG,Uberlandia,JARDIM BRASILIA,RUA NAIR ALVES DOS REIS DUARTE
38401883,-18.893235,-48.311052,MG,Uberlandia,JARDIM BRASILIA,RUA ALAOR CARLOS GARCIA
38401884,-18.893173,-48.311928,MG,Uberlandia,JARDIM BRASILIA,RUA PIMENTA BUENO
38401886,-18.892599,-48.312566,MG,Uberlandia,JARDIM BRASILIA,RUA ARISTOTELES DOS SANTOS
38401889,-18.891985,-48.312267,MG,Uberlandia,JARDIM BRASILIA,RUA JOAO ALVES RODRIGUES
38402002,-18.871269,-48.276203,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA ANDRE REBOUCAS
38402004,-18.870099,-48.276657,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA BENTO GONCALVES
38402005,-18.877714,-48.275692,MG,Uberlandia,SANTA ROSA,AVENIDA ANTONIO THOMAS FERREIRA DE REZENDE
38402006,-18.868969,-48.277165,MG,Uberlandia,DISTRITO INDUSTRIAL,AVENIDA GUIA LOPES
38402007,-18.867598,-48.276056,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA DAVID CANABARRO
38402008,-18.86825,-48.277971,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA SIQUEIRA CAMPOS
38402010,-18.868344,-48.279364,MG,Uberlandia,DISTRITO INDUSTRIAL,AVENIDA CLARA CAMARAO
38402012,-18.868537,-48.280843,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA PADRE MIGUELINHO
38402014,-18.892917,-48.263693,MG,Uberlandia,SAO JORGE,RUA PAULO ALEXANDRE GARCIA
38402015,-18.877609,-48.271588,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA VISCONDE DE MAUA
38402016,-18.878243,-48.27233,MG,Uberlandia,UMUARAMA,RUA RIO GRANDE DO NORTE
38402018,-18.876357,-48.273634,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA CEARA
38402019,-18.903027,-48.243795,MG,Uberlandia,MINAS GERAIS,RUA PAULO ROBERTO CUNHA DOS SANTOS
38402020,-18.876281,-48.272232,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA PIAUI
38402022,-18.872945,-48.27568,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA ACRE
38402024,-18.871722,-48.275977,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA IGUACU
38402028,-18.871004,-48.274003,MG,Uberlandia,MARTA HELENA,RUA REPUBLICA DO PIRATINI
38402030,-18.876045,-48.265046,MG,Uberlandia,MARTA HELENA,RUA DOUTOR LUIZ ANTONIO WAACK
38402032,-18.875582,-48.264337,MG,Uberlandia,MARTA HELENA,RUA DAVID CANABARRO
38402034,-18.874367,-48.264489,MG,Uberlandia,MARTA HELENA,RUA MARIA QUITERIA
38402036,-18.87403,-48.26856,MG,Uberlandia,MARTA HELENA,RUA AMELIA ABALEM IUNES
38402037,-18.881277,-48.268868,MG,Uberlandia,MARTA HELENA,RUA PARAIBA
38402038,-18.873762,-48.268225,MG,Uberlandia,MARTA HELENA,RUA ABALEM MORUTA FRANGIA
38402039,-18.880237,-48.268889,MG,Uberlandia,MARTA HELENA,RUA RIO GRANDE DO NORTE
38402040,-18.873529,-48.267167,MG,Uberlandia,MARTA HELENA,RUA OSMAR SILVERIO DA SILVA
38402041,-18.882016,-48.265146,MG,Uberlandia,CUSTODIO PEREIRA,RUA CEARA
38402042,-18.872504,-48.268491,MG,Uberlandia,MARTA HELENA,RUA GUIOMAR DE FARIA
38402043,-18.878768,-48.268494,MG,Uberlandia,MARTA HELENA,RUA PIAUI
38402044,-18.873136,-48.267037,MG,Uberlandia,MARTA HELENA,RUA ALTAIR DOMINGUES
38402045,-18.878325,-48.267661,MG,Uberlandia,MARTA HELENA,RUA ACRE
38402046,-18.872929,-48.266485,MG,Uberlandia,MARTA HELENA,RUA JORDINO ENOCENCIO ALVES
38402047,-18.877842,-48.266853,MG,Uberlandia,MARTA HELENA,RUA IGUACU
38402048,-18.872671,-48.266147,MG,Uberlandia,MARTA HELENA,RUA REINALDO FRANCALANCI
38402050,-18.872247,-48.266021,MG,Uberlandia,MARTA HELENA,RUA AILTON FELIX RODRIGUES
38402051,-18.876775,-48.265446,MG,Uberlandia,MARTA HELENA,RUA REPUBLICA DO PIRATINI
38402052,-18.872562,-48.268035,MG,Uberlandia,MARTA HELENA,RUA MIGUEL BARCHA
38402054,-18.87421,-48.268107,MG,Uberlandia,MARTA HELENA,RUA JOSINA ELISA DA CONCEICAO
38402056,-18.872744,-48.269345,MG,Uberlandia,MARTA HELENA,RUA QUITO RODRIGUES DA CUNHA
38402058,-18.872806,-48.268801,MG,Uberlandia,MARTA HELENA,RUA ANTONIO RODRIGUES DA CONCEICAO
38402059,-18.878409,-48.271444,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA GRANDE OTELO
38402060,-18.873811,-48.268733,MG,Uberlandia,MARTA HELENA,RUA SEBASTIAO VIEIRA DE SOUZA
38402062,-18.872356,-48.267299,MG,Uberlandia,MARTA HELENA,RUA ALVARO LENZA
38402066,-18.872462,-48.266879,MG,Uberlandia,MARTA HELENA,RUA MARIO GOMES DE FARIA
38402068,-18.874053,-48.266838,MG,Uberlandia,MARTA HELENA,RUA NEUZA MARIA GOMES
38402072,-18.873534,-48.269069,MG,Uberlandia,MARTA HELENA,RUA MADALENA LUNARDI DA SILVA
38402074,-18.868558,-48.276158,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA PEDRO IVO
38402075,-18.871209,-48.27523,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA PEDRO QUIRINO DA SILVA
38402078,-18.86752,-48.285294,MG,Uberlandia,CRUZEIRO DO SUL,RUA LESTE
38402080,-18.865285,-48.269066,MG,Uberlandia,MINAS GERAIS,RUA DA CEVADA
38402082,-18.864939,-48.270122,MG,Uberlandia,MINAS GERAIS,RUA DO CAFE
38402084,-18.864618,-48.271235,MG,Uberlandia,MINAS GERAIS,RUA DO MILHO
38402086,-18.864446,-48.271751,MG,Uberlandia,MINAS GERAIS,RUA JOAO NEVES
38402088,-18.863754,-48.27191,MG,Uberlandia,MINAS GERAIS,RUA DO SORGO
38402090,-18.862948,-48.272659,MG,Uberlandia,MINAS GERAIS,RUA JOSE EURIPEDES BASTOS
38402092,-18.862146,-48.273332,MG,Uberlandia,MINAS GERAIS,RUA DA SOJA
38402094,-18.860672,-48.273709,MG,Uberlandia,MINAS GERAIS,RUA DO ARROZ
38402096,-18.860143,-48.274522,MG,Uberlandia,MINAS GERAIS,RUA DO TRIGO
38402100,-18.846981,-48.290579,MG,Uberlandia,MINAS GERAIS,AVENIDA AIRTON BORGES DA SILVA
38402104,-18.870112,-48.283642,MG,Uberlandia,CRUZEIRO DO SUL,RUA ANITA DELLA PENNA
38402112,-18.87028,-48.28444,MG,Uberlandia,CRUZEIRO DO SUL,RUA IBRAHIM KHOURY
38402114,-18.870039,-48.284962,MG,Uberlandia,CRUZEIRO DO SUL,RUA ANA PAULA
38402120,-18.869482,-48.285214,MG,Uberlandia,CRUZEIRO DO SUL,RUA OESTE
38402122,-18.869632,-48.286085,MG,Uberlandia,CRUZEIRO DO SUL,RUA LOURDES BERNARDES GARCIA
38402126,-18.865574,-48.262617,MG,Uberlandia,MINAS GERAIS,RUA DA FARTURA
38402128,-18.867045,-48.285504,MG,Uberlandia,CRUZEIRO DO SUL,RUA CRISTINA
38402130,-18.866697,-48.286013,MG,Uberlandia,CRUZEIRO DO SUL,RUA FLOR DE LIZ
38402132,-18.867327,-48.287142,MG,Uberlandia,CRUZEIRO DO SUL,AVENIDA RAMIRO PEDROSA
38402136,-18.86761,-48.261463,MG,Uberlandia,MINAS GERAIS,RUA CERES
38402152,-18.866541,-48.283506,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA CENTRAL
38402156,-19.142685,-47.936644,MG,Uberlandia,TAPUIRAMA,RUA RANGEL
38402158,-18.868922,-48.283621,MG,Uberlandia,CRUZEIRO DO SUL,RUA SUL
38402160,-18.868496,-48.285247,MG,Uberlandia,CRUZEIRO DO SUL,RUA ALVACAZ
38402162,-18.868423,-48.286293,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA NORTE
38402164,-18.868766,-48.286851,MG,Uberlandia,CRUZEIRO DO SUL,RUA RAIOS DO SOL
38402166,-18.869137,-48.287137,MG,Uberlandia,CRUZEIRO DO SUL,RUA ANGELICA
38402168,-18.870029,-48.286843,MG,Uberlandia,CRUZEIRO DO SUL,RUA AURORA
38402170,-18.870044,-48.286038,MG,Uberlandia,CRUZEIRO DO SUL,PRACA JOSE MIGUEL
38402172,-18.865043,-48.264764,MG,Uberlandia,MINAS GERAIS,RUA DA PRODUCAO
38402174,-18.864327,-48.2655,MG,Uberlandia,MINAS GERAIS,RUA DOS SILOS
38402176,-18.870165,-48.261652,MG,Uberlandia,MINAS GERAIS,RUA GALIANO TORRANO
38402177,-18.869535,-48.261065,MG,Uberlandia,MINAS GERAIS,RUA DOS ROUSSELLS
38402178,-18.867471,-48.262457,MG,Uberlandia,MINAS GERAIS,RUA MONTEIRO LOBATO
38402180,-18.867166,-48.261583,MG,Uberlandia,MINAS GERAIS,RUA SILVIO ROMERO
38402182,-18.86688,-48.260591,MG,Uberlandia,MINAS GERAIS,RUA AMARAL COUTINHO
38402184,-18.864807,-48.26207,MG,Uberlandia,MINAS GERAIS,RUA MANOEL BANDEIRA
38402185,-18.867552,-48.256411,MG,Uberlandia,MINAS GERAIS,RUA COMENDADOR ALCIDES SIMAO HELOU
38402186,-18.864225,-48.261413,MG,Uberlandia,MINAS GERAIS,RUA MANUEL BECKMAN
38402188,-18.863964,-48.260456,MG,Uberlandia,MINAS GERAIS,RUA BETIM PAES LEME
38402190,-18.870435,-48.264271,MG,Uberlandia,MINAS GERAIS,RUA GUMERCINDO SILVA
38402192,-18.869252,-48.264563,MG,Uberlandia,MINAS GERAIS,RUA GONCALVES LEDO
38402194,-18.866762,-48.262163,MG,Uberlandia,MINAS GERAIS,RUA DO PAIOL
38402196,-18.861118,-48.273641,MG,Uberlandia,MINAS GERAIS,RUA CIRO ALVES DE OLIVEIRA
38402198,-18.86324,-48.271945,MG,Uberlandia,MINAS GERAIS,RUA FRANCISCO VINAGRE
38402200,-18.865208,-48.263547,MG,Uberlandia,MINAS GERAIS,RUA DA SAFRA
38402202,-18.866939,-48.268949,MG,Uberlandia,MINAS GERAIS,RUA DO CENTEIO
38402203,-18.868274,-48.257033,MG,Uberlandia,MINAS GERAIS,RUA FRANCISCO DOMINGOS DE PAULA
38402204,-18.872503,-48.258665,MG,Uberlandia,MINAS GERAIS,RUA DA LAVOURA
38402205,-18.868639,-48.26493,MG,Uberlandia,MINAS GERAIS,ALAMEDA LUIZ ROBERTO DE SOUZA
38402206,-18.870817,-48.258328,MG,Uberlandia,MINAS GERAIS,RUA DO AMENDOIM
38402208,-18.87057,-48.261003,MG,Uberlandia,MINAS GERAIS,RUA DAS SEMENTES
38402210,-18.869083,-48.261351,MG,Uberlandia,MINAS GERAIS,RUA DA TULHA
38402211,-18.891237,-48.269802,MG,Uberlandia,MARTA HELENA,AVENIDA TERESINA
38402218,-18.873538,-48.280513,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA LUIZ SIQUIEROLI
38402222,-18.875287,-48.270156,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA DOUTOR ROFLES CECILIO
38402224,-18.889387,-48.271075,MG,Uberlandia,MARTA HELENA,AVENIDA ARNALDO CONTURSI
38402225,-18.89631,-48.269687,MG,Uberlandia,BRASIL,RUA CURITIBA
38402226,-18.887855,-48.271351,MG,Uberlandia,MARTA HELENA,AVENIDA QUILOMBO DOS PALMARES
38402227,-18.89474,-48.270599,MG,Uberlandia,MARTA HELENA,RUA OZORIO JOSE DA CUNHA
38402228,-18.878811,-48.266097,MG,Uberlandia,MARTA HELENA,AVENIDA COMENDADOR ALEXANDRINO GARCIA
38402229,-18.891513,-48.273892,MG,Uberlandia,MARTA HELENA,RUA RIO GRANDE DO SUL
38402230,-18.886168,-48.273562,MG,Uberlandia,MARTA HELENA,AVENIDA BALAIADAS
38402231,-18.89051,-48.273805,MG,Uberlandia,MARTA HELENA,RUA SANTA CATARINA
38402233,-18.891875,-48.270281,MG,Uberlandia,MARTA HELENA,RUA PARANA
38402234,-18.885916,-48.27112,MG,Uberlandia,MARTA HELENA,AVENIDA PAULO ROBERTO CUNHA SANTOS
38402235,-18.889213,-48.272696,MG,Uberlandia,MARTA HELENA,RUA SAO PAULO
38402236,-18.875509,-48.279643,MG,Uberlandia,MARTA HELENA,AVENIDA ANTONIO THOMAZ FERREIRA DE REZENDE
38402237,-18.890054,-48.26993,MG,Uberlandia,BRASIL,RUA RIO DE JANEIRO
38402238,-18.86456,-48.270532,MG,Uberlandia,MINAS GERAIS,RUA ANDRE APOSTOLO DE OLIVEIRA
38402239,-18.887611,-48.272048,MG,Uberlandia,MARTA HELENA,RUA ESPIRITO SANTO
38402240,-18.8797,-48.271063,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA SEBASTIAO CARRIJO
38402241,-18.887211,-48.271103,MG,Uberlandia,MARTA HELENA,RUA BAHIA
38402243,-18.886599,-48.270518,MG,Uberlandia,MARTA HELENA,RUA CLAUDEMIRO JOSE DE SOUZA
38402244,-18.882994,-48.268183,MG,Uberlandia,MARTA HELENA,AVENIDA ANTONIO THOMAZ FERREIRA DE REZENDE
38402245,-18.888059,-48.266854,MG,Uberlandia,BRASIL,RUA ALAGOAS
38402247,-18.887541,-48.266072,MG,Uberlandia,BRASIL,RUA JOSE ALVES GARCIA
38402248,-18.865483,-48.268835,MG,Uberlandia,MINAS GERAIS,RUA VIRGILIO CARRIJO
38402249,-18.8847,-48.268865,MG,Uberlandia,MARTA HELENA,RUA JOSE REZENDE DOS SANTOS
38402250,-18.869525,-48.270658,MG,Uberlandia,MINAS GERAIS,RUA JOSE CAPARELLI
38402251,-18.884021,-48.268367,MG,Uberlandia,MARTA HELENA,RUA PADRE AMERICO CEPPI
38402253,-18.893317,-48.273711,MG,Uberlandia,MARTA HELENA,AVENIDA MONSENHOR EDUARDO
38402262,-18.866719,-48.264747,MG,Uberlandia,MINAS GERAIS,ALAMEDA JOAO BORGES PEREIRA
38402264,-18.867186,-48.265032,MG,Uberlandia,MINAS GERAIS,RUA DA SAFRA
38402266,-18.893978,-48.277394,MG,Uberlandia,MARTA HELENA,AVENIDA PAULO ROBERTO CUNHA SANTOS
38402268,-18.879022,-48.276765,MG,Uberlandia,SANTA ROSA,AVENIDA REBELIAO PRAIEIRA
38402276,-18.878795,-48.277124,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA JOAO ASCINDINO DA COSTA
38402278,-18.877701,-48.277964,MG,Uberlandia,SANTA ROSA,RUA ANTONIO MANO DE CARVALHO
38402280,-18.873237,-48.273603,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA CONFEDERACAO DO EQUADOR
38402284,-18.880056,-48.26422,MG,Uberlandia,MARTA HELENA,AVENIDA ARNALDO CONTURSI
38402286,-18.880493,-48.265877,MG,Uberlandia,MARTA HELENA,AVENIDA QUILOMBO DOS PALMARES
38402288,-18.871947,-48.261075,MG,Uberlandia,MINAS GERAIS,AVENIDA COMENDADOR ALEXANDRINO GARCIA
38402290,-18.879075,-48.267259,MG,Uberlandia,MARTA HELENA,AVENIDA JOSE DO PATROCINIO
38402292,-18.877876,-48.267738,MG,Uberlandia,MARTA HELENA,AVENIDA BALAIADAS
38402293,-18.874772,-48.269814,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,RUA PEDRO QUIRINO DA SILVA
38402296,-18.876349,-48.267976,MG,Uberlandia,MARTA HELENA,AVENIDA CABANADAS
38402298,-18.876628,-48.269471,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA GARCIA LORCA
38402300,-18.87592,-48.270255,MG,Uberlandia,MARTA HELENA,AVENIDA VISCONDE DE MAUA
38402302,-18.876421,-48.27198,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA FARROUPILHAS
38402304,-18.875213,-48.272426,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA SABINADAS
38402306,-18.87469,-48.27336,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA REBELIAO PRAIEIRA
38402308,-18.874037,-48.274259,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA CONFEDERACAO DO EQUADOR
38402310,-18.872999,-48.27481,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA FREI CANECA
38402312,-18.872463,-48.27575,MG,Uberlandia,NOSSA SENHORA DAS GRACAS,AVENIDA BARBARA ELEODORA
38402318,-18.892652,-48.272213,MG,Uberlandia,MARTA HELENA,RUA NATAL DE OLIVEIRA MARQUEZ
38402320,-18.877681,-48.27004,MG,Uberlandia,MARTA HELENA,AVENIDA DOUTOR ROFLES CECILIO
38402322,-18.872201,-48.263119,MG,Uberlandia,MINAS GERAIS,AVENIDA JOSE ANDRAUS GASSANI
38402324,-18.894086,-48.465253,MG,Uberlandia,UBERLANDIA,FAZENDA OURO VERDE
38402325,-18.883364,-48.305627,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA VALTENIO BUIATE
38402327,-18.85987,-48.290607,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA SEBASTIANA FRUTUOSO DE JESUS
38402328,-18.863705,-48.29279,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA SETEMBRINO RODRIGUES SILVEIRA
38402329,-18.871124,-48.25919,MG,Uberlandia,UBERLANDIA,FAZENDA MARIMBONDO
38402330,-18.860232,-48.288341,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA NIVALDO GUERREIRO NUNES
38402331,-18.884686,-48.306508,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA RAFAEL LUCAS XAVIER SANTOS
38402332,-18.867405,-48.293523,MG,Uberlandia,DISTRITO INDUSTRIAL,RUA AFONSO EGYDIO DE SOUZA
38402333,-18.865336,-48.272836,MG,Uberlandia,DISTRITO INDUSTRIAL,AVENIDA AIRTON BORGES DA SILVA
